Sample in Buffer,Sample in Window,TRIGGER,pynq_bd_i/xadc_wiz_0_drdy_out,pynq_bd_i/dpp_counter_0_fifo_o[31:0],pynq_bd_i/dpp_counter_0_y[31:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,SIGNED,SIGNED
0,0,0,0,0,1165
1,1,0,0,0,1165
2,2,0,0,0,1165
3,3,0,0,0,1165
4,4,0,0,0,1165
5,5,0,0,0,1165
6,6,0,0,0,1165
7,7,0,0,0,1165
8,8,0,0,0,1161
9,9,0,0,0,1165
10,10,0,0,0,1165
11,11,0,0,0,1165
12,12,0,0,0,1161
13,13,0,0,0,1165
14,14,0,0,0,1165
15,15,0,0,0,1165
16,16,0,0,0,1161
17,17,0,0,0,1165
18,18,0,0,0,1165
19,19,0,0,0,1165
20,20,0,0,0,1165
21,21,0,0,0,1165
22,22,0,0,0,1165
23,23,0,0,0,1165
24,24,0,0,0,1161
25,25,0,0,0,1165
26,26,0,0,0,1165
27,27,0,0,0,1165
28,28,0,0,0,1165
29,29,0,0,0,1165
30,30,0,0,0,1165
31,31,0,0,0,1165
32,32,0,0,0,1165
33,33,0,0,0,1165
34,34,0,0,0,1165
35,35,0,0,0,1165
36,36,0,0,0,1165
37,37,0,0,0,1165
38,38,0,0,0,1165
39,39,0,0,0,1165
40,40,0,0,0,1165
41,41,0,0,0,1165
42,42,0,0,0,1165
43,43,0,0,0,1165
44,44,0,0,0,1165
45,45,0,0,0,1165
46,46,0,0,0,1165
47,47,0,0,0,1165
48,48,0,0,0,1165
49,49,0,0,0,1165
50,50,0,0,0,1165
51,51,0,0,0,1165
52,52,0,0,0,1165
53,53,0,0,0,1165
54,54,0,0,0,1165
55,55,0,0,0,1165
56,56,0,0,0,1165
57,57,0,0,0,1165
58,58,0,0,0,1165
59,59,0,0,0,1165
60,60,0,0,0,1165
61,61,0,0,0,1165
62,62,0,0,0,1165
63,63,0,0,0,1165
64,64,0,0,0,1165
65,65,0,0,0,1165
66,66,0,0,0,1165
67,67,0,0,0,1165
68,68,0,0,0,1165
69,69,0,0,0,1165
70,70,0,0,0,1161
71,71,0,0,0,1165
72,72,0,0,0,1161
73,73,0,0,0,1165
74,74,0,0,0,1161
75,75,0,0,0,1165
76,76,0,0,0,1165
77,77,0,0,0,1165
78,78,0,0,0,1165
79,79,0,0,0,1165
80,80,0,0,0,1161
81,81,0,0,0,1165
82,82,0,0,0,1165
83,83,0,1,0,1165
84,84,0,1,0,1161
85,85,0,0,0,1165
86,86,0,0,0,1165
87,87,0,0,0,1165
88,88,0,0,0,1161
89,89,0,0,0,1165
90,90,0,0,0,1161
91,91,0,0,0,1165
92,92,0,0,0,1165
93,93,0,0,0,1165
94,94,0,0,0,1165
95,95,0,0,0,1165
96,96,0,0,0,1165
97,97,0,0,0,1165
98,98,0,0,0,1165
99,99,0,0,0,1165
100,100,0,0,0,1165
101,101,0,0,0,1165
102,102,0,0,0,1165
103,103,0,0,0,1165
104,104,0,0,0,1165
105,105,0,0,0,1165
106,106,0,0,0,1165
107,107,0,0,0,1165
108,108,0,0,0,1165
109,109,0,0,0,1165
110,110,0,0,0,1165
111,111,0,0,0,1165
112,112,0,0,0,1165
113,113,0,0,0,1165
114,114,0,0,0,1165
115,115,0,0,0,1165
116,116,0,0,0,1165
117,117,0,0,0,1165
118,118,0,0,0,1165
119,119,0,0,0,1165
120,120,0,0,0,1165
121,121,0,0,0,1165
122,122,0,0,0,1165
123,123,0,0,0,1165
124,124,0,0,0,1165
125,125,0,0,0,1165
126,126,0,0,0,1165
127,127,0,0,0,1165
128,128,0,0,0,1165
129,129,0,0,0,1165
130,130,0,0,0,1165
131,131,0,0,0,1165
132,132,0,0,0,1165
133,133,0,0,0,1165
134,134,0,0,0,1165
135,135,0,0,0,1165
136,136,0,0,0,1165
137,137,0,0,0,1165
138,138,0,0,0,1165
139,139,0,0,0,1165
140,140,0,0,0,1165
141,141,0,0,0,1165
142,142,0,0,0,1165
143,143,0,0,0,1165
144,144,0,0,0,1165
145,145,0,0,0,1165
146,146,0,0,0,1165
147,147,0,0,0,1165
148,148,0,0,0,1165
149,149,0,0,0,1165
150,150,0,0,0,1165
151,151,0,0,0,1165
152,152,0,0,0,1165
153,153,0,0,0,1165
154,154,0,0,0,1165
155,155,0,0,0,1165
156,156,0,0,0,1165
157,157,0,0,0,1165
158,158,0,0,0,1165
159,159,0,0,0,1165
160,160,0,0,0,1165
161,161,0,0,0,1165
162,162,0,0,0,1165
163,163,0,0,0,1165
164,164,0,0,0,1165
165,165,0,0,0,1165
166,166,0,0,0,1165
167,167,0,0,0,1165
168,168,0,0,0,1165
169,169,0,0,0,1165
170,170,0,0,0,1165
171,171,0,0,0,1165
172,172,0,0,0,1165
173,173,0,0,0,1165
174,174,0,0,0,1165
175,175,0,0,0,1165
176,176,0,0,0,1165
177,177,0,0,0,1165
178,178,0,0,0,1161
179,179,0,0,0,1165
180,180,0,0,0,1161
181,181,0,0,0,1165
182,182,0,0,0,1165
183,183,0,0,0,1165
184,184,0,0,0,1161
185,185,0,0,0,1165
186,186,0,0,0,1165
187,187,0,0,0,1165
188,188,0,0,0,1165
189,189,0,0,0,1165
190,190,0,0,0,1165
191,191,0,0,0,1165
192,192,0,0,0,1165
193,193,0,0,0,1165
194,194,0,0,0,1165
195,195,0,0,0,1165
196,196,0,0,0,1165
197,197,0,0,0,1165
198,198,0,0,0,1165
199,199,0,0,0,1165
200,200,0,0,0,1165
201,201,0,0,0,1165
202,202,0,0,0,1165
203,203,0,0,0,1165
204,204,0,0,0,1165
205,205,0,0,0,1165
206,206,0,0,0,1165
207,207,0,0,0,1165
208,208,0,0,0,1165
209,209,0,0,0,1165
210,210,0,0,0,1165
211,211,0,0,0,1165
