Sample in Buffer,Sample in Window,TRIGGER,pynq_bd_i/xadc_wiz_0_drdy_out,pynq_bd_i/dpp_counter_0_fifo_o[31:0],pynq_bd_i/dpp_counter_0_y[31:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,SIGNED,SIGNED
511,511,0,0,0,7342
512,512,1,1,10,7342
513,513,0,0,10,7342
514,514,0,0,10,7342
515,515,0,0,10,7342
516,516,0,0,10,7342
517,517,0,0,10,7342
518,518,0,0,10,7342
519,519,0,0,10,7342
520,520,0,0,10,7342
521,521,0,0,10,7342
522,522,0,0,10,7342
523,523,0,0,10,7342
524,524,0,0,10,7342
525,525,0,0,10,7342
526,526,0,0,10,7342
527,527,0,0,10,7342
528,528,0,0,10,7342
529,529,0,0,10,7342
530,530,0,0,10,7342
531,531,0,0,10,7342
532,532,0,0,10,7342
533,533,0,0,10,7342
534,534,0,0,10,7342
535,535,0,0,10,7342
536,536,0,0,10,7342
537,537,0,0,10,7342
538,538,0,0,10,7342
539,539,0,0,10,7342
540,540,0,0,10,7342
541,541,0,0,10,7342
542,542,0,0,10,7342
543,543,0,0,10,7342
544,544,0,0,10,7342
545,545,0,0,10,7342
546,546,0,0,10,7342
547,547,0,0,10,7342
548,548,0,0,10,7342
549,549,0,0,10,7342
550,550,0,0,10,7342
551,551,0,0,10,7342
552,552,0,0,10,7342
553,553,0,0,10,7342
554,554,0,0,10,7342
555,555,0,0,10,7342
556,556,0,0,10,7342
557,557,0,0,10,7342
558,558,0,0,10,7342
559,559,0,0,10,7342
560,560,0,0,10,7342
561,561,0,0,10,7342
562,562,0,0,10,7342
563,563,0,0,10,7342
564,564,0,0,10,7342
565,565,0,0,10,7342
566,566,0,0,10,7342
567,567,0,0,10,7342
568,568,0,0,10,7342
569,569,0,0,10,7342
570,570,0,0,10,7342
571,571,0,0,10,7342
572,572,0,0,10,7342
573,573,0,0,10,7342
574,574,0,0,10,7342
575,575,0,0,10,7342
576,576,0,0,10,7342
577,577,0,0,10,7342
578,578,0,0,10,7342
579,579,0,0,10,7342
580,580,0,0,10,7342
581,581,0,0,10,7342
582,582,0,0,10,7342
583,583,0,0,10,7342
584,584,0,0,10,7342
585,585,0,0,10,7342
586,586,0,0,10,7342
587,587,0,0,10,7342
588,588,0,0,10,7342
589,589,0,0,10,7342
590,590,0,0,10,7342
591,591,0,0,10,7342
592,592,0,0,10,7342
593,593,0,0,10,7342
594,594,0,0,10,7342
595,595,0,0,10,7342
596,596,0,0,10,7342
597,597,0,0,10,7342
598,598,0,0,10,7342
599,599,0,0,10,7342
600,600,0,0,10,7342
601,601,0,0,10,7342
602,602,0,0,10,7342
603,603,0,0,10,7342
604,604,0,0,10,7342
605,605,0,0,10,7342
606,606,0,0,10,7342
607,607,0,0,10,7342
608,608,0,0,10,7342
609,609,0,0,10,7342
610,610,0,0,10,7342
611,611,0,0,10,7342
612,612,0,0,10,7342
613,613,0,0,10,7342
614,614,0,0,10,7342
615,615,0,0,10,7342
616,616,0,0,10,7342
617,617,0,0,10,7342
618,618,0,0,10,7342
619,619,0,0,10,7342
620,620,0,0,10,7342
621,621,0,0,10,7342
622,622,0,0,10,7342
623,623,0,0,10,7342
624,624,0,0,10,7342
625,625,0,0,10,7342
626,626,0,0,10,7342
627,627,0,0,10,7342
628,628,0,0,10,7342
629,629,0,0,10,7342
630,630,0,0,10,7342
631,631,0,0,10,7342
632,632,0,0,10,7342
633,633,0,0,10,7342
634,634,0,0,10,7342
635,635,0,0,10,7342
636,636,0,0,10,7342
637,637,0,0,10,7342
638,638,0,0,10,7342
639,639,0,0,10,7342
640,640,0,0,10,7342
641,641,0,0,10,7342
642,642,0,0,10,7342
643,643,0,0,10,7342
644,644,0,0,10,7342
645,645,0,0,10,7342
646,646,0,0,10,7342
647,647,0,0,10,7342
648,648,0,0,10,7342
649,649,0,0,10,7342
650,650,0,0,10,7342
651,651,0,0,10,7342
652,652,0,0,10,7342
653,653,0,0,10,7342
654,654,0,0,10,7342
655,655,0,1,77,7342
656,656,0,0,77,7342
657,657,0,0,77,7342
658,658,0,0,77,7342
659,659,0,0,77,7342
660,660,0,0,77,7342
661,661,0,0,77,7342
662,662,0,0,77,7342
663,663,0,0,77,7342
664,664,0,0,77,7342
665,665,0,0,77,7342
666,666,0,0,77,7342
667,667,0,0,77,7342
668,668,0,0,77,7342
669,669,0,0,77,7342
670,670,0,0,77,7342
671,671,0,0,77,7342
672,672,0,0,77,7342
673,673,0,0,77,7342
674,674,0,0,77,7342
675,675,0,0,77,7342
676,676,0,0,77,7342
677,677,0,0,77,7342
678,678,0,0,77,7342
679,679,0,0,77,7342
680,680,0,0,77,7342
681,681,0,0,77,7342
682,682,0,0,77,7342
683,683,0,0,77,7342
684,684,0,0,77,7342
685,685,0,0,77,7342
686,686,0,0,77,7342
687,687,0,0,77,7342
688,688,0,0,77,7342
689,689,0,0,77,7342
690,690,0,0,77,7342
691,691,0,0,77,7342
692,692,0,0,77,7342
693,693,0,0,77,7342
694,694,0,0,77,7342
695,695,0,0,77,7342
696,696,0,0,77,7342
697,697,0,0,77,7342
698,698,0,0,77,7342
699,699,0,0,77,7342
700,700,0,0,77,7342
701,701,0,0,77,7342
702,702,0,0,77,7342
703,703,0,0,77,7342
704,704,0,0,77,7342
705,705,0,0,77,7342
706,706,0,0,77,7342
707,707,0,0,77,7342
708,708,0,0,77,7342
709,709,0,0,77,7342
710,710,0,0,77,7342
711,711,0,0,77,7342
712,712,0,0,77,7342
713,713,0,0,77,7342
714,714,0,0,77,7342
715,715,0,0,77,7342
716,716,0,0,77,7342
717,717,0,0,77,7342
718,718,0,0,77,7342
719,719,0,0,77,7342
720,720,0,0,77,7342
721,721,0,0,77,7342
722,722,0,0,77,7342
723,723,0,0,77,7342
724,724,0,0,77,7342
725,725,0,0,77,7342
726,726,0,0,77,7342
727,727,0,0,77,7342
728,728,0,0,77,7342
729,729,0,0,77,7342
730,730,0,0,77,7342
731,731,0,0,77,7342
732,732,0,0,77,7342
733,733,0,0,77,7342
734,734,0,0,77,7342
735,735,0,0,77,7342
736,736,0,0,77,7342
737,737,0,0,77,7342
738,738,0,0,77,7342
739,739,0,0,77,7342
740,740,0,0,77,7342
741,741,0,0,77,7342
742,742,0,0,77,7342
743,743,0,0,77,7342
744,744,0,0,77,7342
745,745,0,0,77,7342
746,746,0,0,77,7342
747,747,0,0,77,7342
748,748,0,0,77,7342
749,749,0,0,77,7342
750,750,0,0,77,7342
751,751,0,0,77,7342
752,752,0,0,77,7342
753,753,0,0,77,7342
754,754,0,0,77,7342
755,755,0,0,77,7342
756,756,0,0,77,7342
757,757,0,0,77,7342
758,758,0,0,77,7342
759,759,0,0,77,7342
760,760,0,0,77,7342
761,761,0,0,77,7342
762,762,0,0,77,7342
763,763,0,0,77,7342
764,764,0,0,77,7342
765,765,0,0,77,7342
766,766,0,0,77,7342
767,767,0,0,77,7342
768,768,0,0,77,7342
769,769,0,0,77,7342
770,770,0,0,77,7342
771,771,0,0,77,7342
772,772,0,0,77,7342
773,773,0,0,77,7342
774,774,0,0,77,7342
775,775,0,0,77,7342
776,776,0,0,77,7342
777,777,0,0,77,7342
778,778,0,0,77,7342
779,779,0,0,77,7342
780,780,0,0,77,7342
781,781,0,0,77,7342
782,782,0,0,77,7342
783,783,0,0,77,7342
784,784,0,0,77,7342
785,785,0,0,77,7342
786,786,0,0,77,7342
787,787,0,0,77,7342
788,788,0,0,77,7342
789,789,0,0,77,7342
790,790,0,0,77,7342
791,791,0,0,77,7342
792,792,0,0,77,7342
793,793,0,0,77,7342
794,794,0,0,77,7342
795,795,0,0,77,7342
796,796,0,0,77,7342
797,797,0,0,77,7342
798,798,0,1,68,7342
799,799,0,0,68,7342
800,800,0,0,68,7342
801,801,0,0,68,7342
802,802,0,0,68,7342
803,803,0,0,68,7342
804,804,0,0,68,7342
805,805,0,0,68,7342
806,806,0,0,68,7342
807,807,0,0,68,7342
808,808,0,0,68,7342
809,809,0,0,68,7342
810,810,0,0,68,7342
811,811,0,0,68,7342
812,812,0,0,68,7342
813,813,0,0,68,7342
814,814,0,0,68,7342
815,815,0,0,68,7342
816,816,0,0,68,7342
817,817,0,0,68,7342
818,818,0,0,68,7342
819,819,0,0,68,7342
820,820,0,0,68,7342
821,821,0,0,68,7342
822,822,0,0,68,7342
823,823,0,0,68,7342
824,824,0,0,68,7342
825,825,0,0,68,7342
826,826,0,0,68,7342
827,827,0,0,68,7342
828,828,0,0,68,7342
829,829,0,0,68,7342
830,830,0,0,68,7342
831,831,0,0,68,7342
832,832,0,0,68,7342
833,833,0,0,68,7342
834,834,0,0,68,7342
835,835,0,0,68,7342
836,836,0,0,68,7342
837,837,0,0,68,7342
838,838,0,0,68,7342
839,839,0,0,68,7342
840,840,0,0,68,7342
841,841,0,0,68,7342
842,842,0,0,68,7342
843,843,0,0,68,7342
844,844,0,0,68,7342
845,845,0,0,68,7342
846,846,0,0,68,7342
847,847,0,0,68,7342
848,848,0,0,68,7342
849,849,0,0,68,7342
850,850,0,0,68,7342
851,851,0,0,68,7342
852,852,0,0,68,7342
853,853,0,0,68,7342
854,854,0,0,68,7342
855,855,0,0,68,7342
856,856,0,0,68,7342
857,857,0,0,68,7342
858,858,0,0,68,7342
859,859,0,0,68,7342
860,860,0,0,68,7342
861,861,0,0,68,7342
862,862,0,0,10,7337
863,863,0,0,29,7342
864,864,0,0,68,7342
865,865,0,0,68,7342
866,866,0,0,68,7342
867,867,0,0,68,7342
868,868,0,0,68,7342
869,869,0,0,68,7342
870,870,0,0,68,7342
871,871,0,0,68,7342
872,872,0,0,68,7342
873,873,0,0,68,7342
874,874,0,0,68,7342
875,875,0,0,68,7342
876,876,0,0,68,7342
877,877,0,0,68,7342
878,878,0,0,68,7342
879,879,0,0,68,7342
880,880,0,0,68,7342
881,881,0,0,68,7342
882,882,0,0,68,7342
883,883,0,0,68,7342
884,884,0,0,68,7342
885,885,0,0,68,7342
886,886,0,0,68,7342
887,887,0,0,68,7342
888,888,0,0,68,7342
889,889,0,0,68,7342
890,890,0,0,68,7342
891,891,0,0,68,7342
892,892,0,0,68,7342
893,893,0,0,68,7342
894,894,0,0,68,7342
895,895,0,0,68,7342
896,896,0,0,68,7342
897,897,0,0,68,7342
898,898,0,0,68,7342
899,899,0,0,68,7342
900,900,0,0,68,7342
901,901,0,0,68,7342
902,902,0,0,68,7342
903,903,0,0,68,7342
904,904,0,0,68,7342
905,905,0,0,68,7342
906,906,0,0,68,7342
907,907,0,0,68,7342
908,908,0,0,68,7342
909,909,0,0,68,7342
910,910,0,0,68,7342
911,911,0,0,68,7342
912,912,0,0,68,7342
913,913,0,0,68,7342
914,914,0,0,68,7342
915,915,0,0,68,7342
916,916,0,0,68,7342
917,917,0,0,68,7342
918,918,0,0,68,7342
919,919,0,0,68,7342
920,920,0,0,68,7342
921,921,0,0,68,7342
922,922,0,0,68,7342
923,923,0,0,68,7342
924,924,0,0,68,7342
925,925,0,0,68,7342
926,926,0,0,68,7342
927,927,0,0,68,7342
928,928,0,0,68,7342
929,929,0,0,68,7342
930,930,0,0,68,7342
931,931,0,0,68,7342
932,932,0,0,68,7342
933,933,0,0,68,7342
934,934,0,0,68,7342
935,935,0,0,68,7342
936,936,0,0,68,7342
937,937,0,0,68,7342
938,938,0,0,68,7342
939,939,0,0,68,7342
940,940,0,0,68,7342
941,941,0,1,68,7342
942,942,0,1,61,7342
943,943,0,0,61,7342
944,944,0,0,61,7342
945,945,0,0,61,7342
946,946,0,0,61,7342
947,947,0,0,61,7342
948,948,0,0,61,7342
949,949,0,0,61,7342
950,950,0,0,61,7342
951,951,0,0,61,7342
952,952,0,0,61,7342
953,953,0,0,61,7342
954,954,0,0,61,7342
955,955,0,0,61,7342
956,956,0,0,61,7342
957,957,0,0,61,7342
958,958,0,0,61,7342
959,959,0,0,61,7342
960,960,0,0,61,7342
961,961,0,0,61,7342
962,962,0,0,61,7342
963,963,0,0,61,7342
964,964,0,0,61,7342
965,965,0,0,61,7342
966,966,0,0,61,7342
967,967,0,0,61,7342
968,968,0,0,61,7342
969,969,0,0,61,7342
970,970,0,0,61,7342
971,971,0,0,61,7342
972,972,0,0,61,7342
973,973,0,0,61,7342
974,974,0,0,61,7342
975,975,0,0,61,7342
976,976,0,0,61,7342
977,977,0,0,61,7342
978,978,0,0,61,7342
979,979,0,0,61,7342
980,980,0,0,61,7342
981,981,0,0,61,7342
982,982,0,0,61,7342
983,983,0,0,61,7342
984,984,0,0,61,7342
985,985,0,0,61,7342
986,986,0,0,61,7342
987,987,0,0,61,7342
988,988,0,0,61,7342
989,989,0,0,61,7342
990,990,0,0,61,7342
991,991,0,0,61,7342
992,992,0,0,61,7342
993,993,0,0,61,7342
994,994,0,0,61,7342
995,995,0,0,61,7342
996,996,0,0,61,7342
997,997,0,0,61,7342
998,998,0,0,61,7342
999,999,0,0,61,7342
1000,1000,0,0,61,7342
1001,1001,0,0,61,7342
1002,1002,0,0,61,7342
1003,1003,0,0,61,7342
1004,1004,0,0,61,7342
1005,1005,0,0,61,7342
1006,1006,0,0,61,7342
1007,1007,0,0,61,7342
1008,1008,0,0,61,7342
1009,1009,0,0,61,7342
1010,1010,0,0,61,7342
1011,1011,0,0,61,7342
1012,1012,0,0,61,7342
1013,1013,0,0,61,7342
1014,1014,0,0,61,7342
