Sample in Buffer,Sample in Window,TRIGGER,pynq_bd_i/xadc_wiz_0_drdy_out,pynq_bd_i/dpp_counter_0_fifo_o[31:0],pynq_bd_i/dpp_counter_0_y[31:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,SIGNED,SIGNED
411,411,0,0,0,647
412,412,0,0,0,647
413,413,0,0,0,647
414,414,0,0,0,647
415,415,0,0,0,647
416,416,0,0,0,647
417,417,0,0,0,647
418,418,0,0,0,647
419,419,0,0,0,647
420,420,0,0,0,647
421,421,0,0,0,647
422,422,0,0,0,647
423,423,0,0,0,647
424,424,0,0,0,647
425,425,0,0,0,647
426,426,0,0,0,647
427,427,0,0,0,647
428,428,0,0,0,647
429,429,0,0,0,647
430,430,0,0,0,647
431,431,0,0,0,647
432,432,0,0,0,647
433,433,0,0,0,647
434,434,0,0,0,647
435,435,0,0,0,647
436,436,0,0,0,647
437,437,0,0,0,647
438,438,0,0,0,647
439,439,0,0,0,647
440,440,0,0,0,647
441,441,0,0,0,647
442,442,0,0,0,647
443,443,0,0,0,647
444,444,0,0,0,647
445,445,0,0,0,647
446,446,0,0,0,647
447,447,0,0,0,647
448,448,0,0,0,647
449,449,0,0,0,647
450,450,0,0,0,647
451,451,0,0,0,647
452,452,0,0,0,647
453,453,0,0,0,647
454,454,0,0,0,647
455,455,0,0,0,647
456,456,0,0,0,647
457,457,0,0,0,647
458,458,0,0,0,647
459,459,0,0,0,647
460,460,0,0,0,647
461,461,0,0,0,647
462,462,0,0,0,647
463,463,0,0,0,647
464,464,0,0,0,647
465,465,0,0,0,647
466,466,0,0,0,647
467,467,0,0,0,647
468,468,0,0,0,647
469,469,0,0,0,647
470,470,0,0,0,647
471,471,0,0,0,647
472,472,0,0,0,647
473,473,0,0,0,647
474,474,0,0,0,647
475,475,0,0,0,647
476,476,0,0,0,647
477,477,0,0,0,647
478,478,0,0,0,647
479,479,0,0,0,647
480,480,0,0,0,647
481,481,0,0,0,647
482,482,0,0,0,647
483,483,0,0,0,647
484,484,0,0,0,647
485,485,0,0,0,647
486,486,0,0,0,647
487,487,0,0,0,647
488,488,0,0,0,647
489,489,0,0,0,647
490,490,0,0,0,647
491,491,0,0,0,647
492,492,0,0,0,647
493,493,0,0,0,647
494,494,0,0,0,647
495,495,0,0,0,647
496,496,0,0,0,647
497,497,0,0,0,647
498,498,0,0,0,647
499,499,0,0,0,647
500,500,0,0,0,647
501,501,0,0,0,647
502,502,0,0,0,647
503,503,0,0,0,647
504,504,0,0,0,647
505,505,0,0,0,647
506,506,0,0,0,647
507,507,0,0,0,647
508,508,0,0,0,647
509,509,0,0,0,647
510,510,0,0,0,647
511,511,0,0,0,647
512,512,1,1,0,647
513,513,0,1,10,647
514,514,0,0,10,647
515,515,0,0,10,647
516,516,0,0,10,647
517,517,0,0,10,647
518,518,0,0,10,647
519,519,0,0,10,647
520,520,0,0,10,647
521,521,0,0,10,647
522,522,0,0,10,647
523,523,0,0,10,647
524,524,0,0,10,647
525,525,0,0,10,647
526,526,0,0,10,647
527,527,0,0,10,647
528,528,0,0,10,647
529,529,0,0,10,647
530,530,0,0,10,647
531,531,0,0,10,647
532,532,0,0,10,647
533,533,0,0,10,647
534,534,0,0,10,647
535,535,0,0,10,647
536,536,0,0,10,647
537,537,0,0,10,647
538,538,0,0,10,647
539,539,0,0,10,647
540,540,0,0,10,647
541,541,0,0,10,647
542,542,0,0,10,647
543,543,0,0,10,647
544,544,0,0,10,647
545,545,0,0,10,647
546,546,0,0,10,647
547,547,0,0,10,647
548,548,0,0,10,647
549,549,0,0,10,647
550,550,0,0,10,647
551,551,0,0,10,647
552,552,0,0,10,647
553,553,0,0,10,647
554,554,0,0,10,647
555,555,0,0,10,647
556,556,0,0,10,647
557,557,0,0,10,647
558,558,0,0,10,647
559,559,0,0,10,647
560,560,0,0,10,647
561,561,0,0,10,647
562,562,0,0,10,647
563,563,0,0,10,647
564,564,0,0,10,647
565,565,0,0,10,647
566,566,0,0,10,647
567,567,0,0,10,647
568,568,0,0,10,647
569,569,0,0,10,647
570,570,0,0,10,647
571,571,0,0,10,647
572,572,0,0,10,647
573,573,0,0,10,647
574,574,0,0,10,647
575,575,0,0,10,647
576,576,0,0,10,647
